path_key,factor_key,method,beta_neutral,rebalance_days,average_estimated_beta,maximum_absolute_estimated_beta,regression_beta,average_gross_exposure,average_net_exposure,annualized_turnover,unpriced_weight_days,maximum_unpriced_weight,average_maximum_sector_exposure,maximum_sector_exposure,average_unknown_sector_weight,average_holding_count,minimum_holding_count,maximum_position_weight
liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,q10_minus_middle,False,63,0.02208084790129714,0.4042240911563683,0.023716629478594348,2.0178173560356303,0.000825386360003721,11.233717951983477,2,0.012884729256520728,,,,207.69488957984532,56.0,0.04934588366666696
liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d,q10_minus_middle,True,1,-3.424377748993083e-18,6.106226635438361e-16,-0.02541703123907009,2.0,-0.02952935544811146,86.57524557659164,0,0.0,,,,209.8435780913657,168.0,0.03213865692598928
liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d,q10_minus_middle,True,5,-0.000239471465572169,0.12026888561666477,-0.022437443088110444,2.001018548910333,-0.029512664106958818,58.041446322578715,2,0.005967908491080195,,,,209.6913019213904,56.0,0.03510597918937259
liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d,q10_minus_middle,True,21,-0.0009519381599314901,0.24306534244460967,-0.016513497418719183,2.0047917358485465,-0.02908177656363722,31.165848760424886,4,0.005948367401383696,,,,209.12500996571794,56.0,0.03890395097988703
liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d,q10_minus_middle,True,63,0.0029764536013913833,0.20048367650456958,0.006723576439306432,2.016555339201608,-0.01354887223036554,11.24710879072982,2,0.012810409936192984,,,,207.69488957984532,56.0,0.049213607743653943
liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,False,1,-0.07153085044560867,0.7557874213263868,-0.19096934284833542,2.0,5.3871441310889414e-18,85.61026393981763,0,0.0,,,,83.82827074862473,67.0,0.030303030303030304
liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,False,5,-0.07227787026719582,0.6850708867190342,-0.1722501640729083,2.0019083030752993,-0.00032635072385076686,57.31167591881966,4,0.02630332843771489,,,,83.75898907757316,22.333333333333332,0.04735384937597622
liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,False,21,-0.07497504318607158,0.7139475628632295,-0.12948943676090957,2.0035919250403853,0.00041631354312992073,33.56467616599225,8,0.02421374607788254,,,,83.47970979829387,22.333333333333332,0.04974662442859381
liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,False,63,-0.08639262758110638,0.6809082492701742,-0.10022734853208776,2.0172528333747985,0.003482263166252649,12.468034261615784,4,0.008498705416553584,,,,82.80299768795345,22.333333333333332,0.06402748133019645
liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,True,1,-5.406696593132808e-18,7.494005416219807e-16,-0.06506680520884522,2.0,0.06808930959512074,87.98137124789328,0,0.0,,,,83.82827074862473,67.0,0.03860229449805511
liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,True,5,-0.0006945909239437062,0.15603569320001376,-0.05537109936651655,2.0012819748010617,0.06767377695537931,58.136946338496415,4,0.024076114150081828,,,,83.75898907757316,22.333333333333332,0.04861959006442301
liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,True,21,-0.00028818749970927767,0.26740093953114535,-0.03168548705050122,2.0007793729935592,0.07074062435732792,33.74332362001496,8,0.024645619125419016,,,,83.47970979829387,22.333333333333332,0.046301474836952385
liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d,q10_minus_q1,True,63,0.006449444618683629,0.20393783810601085,0.017182310603663795,2.008784945421623,0.08988392918042411,12.472214364830528,4,0.008546827289023869,,,,82.80299768795345,22.333333333333332,0.05861392212391037
low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r1|ensemble,low_volatility|60d,continuous_high_minus_low,False,1,-0.5683414226836195,0.9949564256248503,-0.6313066189427167,2.0,-6.671694210405898e-19,28.78758142147672,0,0.0,,,,419.5477158574504,335.0,0.011940191473340744
